Unnamed: 0,Geographic Cluster Name,Category Name,Meeting Type,Total Programs,Total Capacity,Average Max Age,Average Latitude,Average Scholarship,Average Transportation,Average Free Food,Average Capacity,name,population,income,latinos,blacks,white,asian,Percent of rowded Housing,Percent of Households With Income Below Poverty Level,Unemployment Rate for Population over 16,Percent Aged 25 and Over with no High School Diploma,Percent of Population Under Age 18 and Over Age 64,Per Capita Income,Hardship Index Score,Capacity Per Capita
638,LINCOLN SQUARE,Nature.,face_to_face,42,1256.0,74.5,41.97112982285714,0.0,0.0,0.0,29.904761904761905,LINCOLN SQUARE,39493.0,57749.0,0.191,0.038,0.631,0.111,2.3,8.2,5.4,6.4,26.3,49797.0,24.7,0.0318031043476059
639,LINCOLN SQUARE,Nature.,online,1,100.0,18.0,,0.0,0.0,0.0,100.0,LINCOLN SQUARE,39493.0,57749.0,0.191,0.038,0.631,0.111,2.3,8.2,5.4,6.4,26.3,49797.0,24.7,0.0025320942951915
640,LINCOLN SQUARE,Performance.,face_to_face,12,306.0,48.75,41.97555764416666,0.0,0.0,0.0,25.5,LINCOLN SQUARE,39493.0,57749.0,0.191,0.038,0.631,0.111,2.3,8.2,5.4,6.4,26.3,49797.0,24.7,0.0077482085432861
641,LINCOLN SQUARE,Reading & Writing.,face_to_face,235,71620.0,29.706382978723404,41.96136336451064,0.0,0.0,0.0,304.7659574468085,LINCOLN SQUARE,39493.0,57749.0,0.191,0.038,0.631,0.111,2.3,8.2,5.4,6.4,26.3,49797.0,24.7,1.8134859342161904
642,LINCOLN SQUARE,Reading & Writing.,online,4,39.0,26.75,,0.0,0.0,0.0,9.75,LINCOLN SQUARE,39493.0,57749.0,0.191,0.038,0.631,0.111,2.3,8.2,5.4,6.4,26.3,49797.0,24.7,0.0009875167751247
643,LINCOLN SQUARE,Science ,face_to_face,11,34.0,50.45454545454545,41.95520816909091,0.0,0.0,0.0,3.090909090909091,LINCOLN SQUARE,39493.0,57749.0,0.191,0.038,0.631,0.111,2.3,8.2,5.4,6.4,26.3,49797.0,24.7,0.0008609120603651
644,LINCOLN SQUARE,Science ,online,1,18.0,99.0,,0.0,0.0,0.0,18.0,LINCOLN SQUARE,39493.0,57749.0,0.191,0.038,0.631,0.111,2.3,8.2,5.4,6.4,26.3,49797.0,24.7,0.0004557769731344
645,LINCOLN SQUARE,Social Studies ,face_to_face,8,2029.0,88.875,41.95235109125,12.5,0.0,0.0,253.625,LINCOLN SQUARE,39493.0,57749.0,0.191,0.038,0.631,0.111,2.3,8.2,5.4,6.4,26.3,49797.0,24.7,0.0513761932494366
646,LINCOLN SQUARE,Sports + Wellness.,face_to_face,593,11910.0,37.10455311973018,41.96547382883643,0.0,0.0,0.0,20.084317032040477,LINCOLN SQUARE,39493.0,57749.0,0.191,0.038,0.631,0.111,2.3,8.2,5.4,6.4,26.3,49797.0,24.7,0.301572430557314
647,LINCOLN SQUARE,Sports + Wellness.,online,16,365.0,62.9375,41.96631645875,0.0,0.0,0.0,22.8125,LINCOLN SQUARE,39493.0,57749.0,0.191,0.038,0.631,0.111,2.3,8.2,5.4,6.4,26.3,49797.0,24.7,0.0092421441774491
648,LINCOLN SQUARE,Work + Career ,online,1,0.0,24.0,41.9696312,0.0,0.0,0.0,0.0,LINCOLN SQUARE,39493.0,57749.0,0.191,0.038,0.631,0.111,2.3,8.2,5.4,6.4,26.3,49797.0,24.7,0.0
649,LOGAN SQUARE,Academic Support,face_to_face,51,2527.0,8.470588235294118,41.9247939145098,0.0,0.0,0.0,49.549019607843135,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.0347158302537401
650,LOGAN SQUARE,Building & Fixing Things,face_to_face,3,1323.0,18.33333333333333,41.92509333333333,0.0,0.0,0.0,441.0,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.0181753238724567
651,LOGAN SQUARE,Computers.,face_to_face,1,99.0,99.0,41.92509842,0.0,0.0,0.0,99.0,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.0013600582489593
652,LOGAN SQUARE,Digital Media.,face_to_face,1,25.0,24.0,41.91419983,0.0,0.0,0.0,25.0,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.0003434490527675
653,LOGAN SQUARE,Food.,face_to_face,31,10.0,17.612903225806452,41.92486301612903,0.0,0.0,0.0,0.3225806451612903,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.000137379621107
654,LOGAN SQUARE,Food.,online,2,30.0,6.0,41.92173386,0.0,0.0,0.0,15.0,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.000412138863321
655,LOGAN SQUARE,Healthcare,face_to_face,9,0.0,18.0,41.92509842,0.0,0.0,0.0,0.0,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.0
656,LOGAN SQUARE,Helping Your Community.,face_to_face,2,50.0,61.5,41.926317215,0.0,0.0,0.0,25.0,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.000686898105535
657,LOGAN SQUARE,Managing Money.,face_to_face,2,1865.0,99.0,41.92509079,0.0,0.0,0.0,932.5,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.0256212993364564
658,LOGAN SQUARE,Music & Art.,face_to_face,497,53118.0,52.63581488933602,41.92408775434608,0.0,0.0,0.0,106.87726358148892,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.729733071396189
659,LOGAN SQUARE,Music & Art.,online,14,251.0,8.571428571428571,41.92509433357144,0.0,0.0,0.0,17.928571428571427,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.0034482284897858
660,LOGAN SQUARE,Nature.,face_to_face,42,960.0,83.61904761904762,41.92522675428571,0.0,4.761904761904762,0.0,22.857142857142858,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.0131884436262724
661,LOGAN SQUARE,Performance.,face_to_face,7,215.0,23.714285714285715,41.918490815714286,0.0,0.0,0.0,30.714285714285715,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.0029536618538006
662,LOGAN SQUARE,Performance.,online,2,35.0,6.0,41.923448565,0.0,0.0,0.0,17.5,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.0004808286738745
663,LOGAN SQUARE,Reading & Writing.,face_to_face,118,7228.0,39.6864406779661,41.92365151737288,0.0,0.0,0.0,61.25423728813559,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.0992979901361432
664,LOGAN SQUARE,Reading & Writing.,online,2,36.0,4.5,41.92173386,0.0,0.0,0.0,18.0,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.0004945666359852
665,LOGAN SQUARE,Science ,face_to_face,12,982.0,8.5,41.92275778333333,0.0,0.0,0.0,81.83333333333333,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.0134906787927078
666,LOGAN SQUARE,Science ,online,6,130.0,5.833333333333333,41.93600527666667,0.0,0.0,0.0,21.666666666666668,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.001785935074391
667,LOGAN SQUARE,Sports + Wellness.,face_to_face,746,14187.0,29.694369973190348,41.9297466922252,0.0,0.2680965147453083,0.0,19.017426273458444,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.1949004684645079
668,LOGAN SQUARE,Sports + Wellness.,online,51,932.0,33.3921568627451,41.9372359627451,0.0,0.0,0.0,18.274509803921568,LOGAN SQUARE,72791.0,49610.0,0.512,0.054,0.392,0.025,2.2,10.3,3.4,8.4,24.3,52835.0,23.4,0.0128037806871728
669,LOOP,Academic Support,face_to_face,103,4782.0,51.90291262135922,41.88080664156863,0.0,0.0,0.0,46.42718446601942,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.163302940272513
670,LOOP,Academic Support,online,100,1774.0,17.96,,0.0,0.0,0.0,17.74,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0605812246013045
671,LOOP,Building & Fixing Things,face_to_face,74,909.0,19.27027027027027,41.87522285027027,0.0,0.0,0.0,12.283783783783784,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0310419014445241
672,LOOP,Building & Fixing Things,online,17,360.0,13.0,,0.0,0.0,0.0,21.176470588235293,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0122938223542669
673,LOOP,Computers.,face_to_face,281,10737.0,63.345195729537366,41.87680471811388,0.0,0.0,0.0,38.20996441281139,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.3666632517160127
674,LOOP,Computers.,online,27,437.0,16.48148148148148,,0.0,0.0,0.0,16.185185185185187,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0149233343578185
675,LOOP,Customer/Human Service,face_to_face,1,0.0,24.0,41.87927246,0.0,0.0,0.0,0.0,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0
676,LOOP,Digital Media.,face_to_face,7,97.0,17.142857142857142,41.880190168571424,0.0,0.0,0.0,13.857142857142858,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0033125021343441
677,LOOP,Digital Media.,online,6,180.0,18.0,,0.0,0.0,0.0,30.0,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0061469111771334
678,LOOP,Food.,face_to_face,37,8.0,17.945945945945947,41.88430023,0.0,0.0,0.0,0.2162162162162162,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.000273196052317
679,LOOP,Food.,online,9,125.0,51.77777777777778,,0.0,0.0,0.0,13.88888888888889,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0042686883174538
680,LOOP,Healthcare,face_to_face,1,0.0,24.0,41.87927246,0.0,0.0,0.0,0.0,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0
681,LOOP,Healthcare,online,8,170.0,23.75,,0.0,0.0,0.0,21.25,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0058054161117371
682,LOOP,Helping Your Community.,face_to_face,5,56.0,69.8,41.87905216,0.0,0.0,0.0,11.2,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0019123723662193
683,LOOP,Helping Your Community.,online,5,225.0,65.4,,0.0,0.0,0.0,45.0,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0076836389714168
684,LOOP,Managing Money.,face_to_face,9,2227.0,99.0,41.876303354444445,0.0,0.0,0.0,247.44444444444449,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0760509510637571
685,LOOP,Managing Money.,online,3,128.0,99.0,,0.0,0.0,0.0,42.66666666666666,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0043711368370727
686,LOOP,Math,online,1,15.0,15.0,,0.0,0.0,0.0,15.0,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0005122425980944
687,LOOP,Music & Art.,face_to_face,313,272462.0,45.8370607028754,41.877626075796606,0.6389776357827476,0.0,0.0,870.4856230031949,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,9.304442850800806
688,LOOP,Music & Art.,online,360,6760.0,22.45277777777778,41.879504396,0.0,0.0,0.0,18.77777777777778,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.2308506642079022
689,LOOP,Nature.,face_to_face,26,169.0,49.03846153846154,41.8842439252,0.0,0.0,0.0,6.5,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0057712666051975
690,LOOP,Nature.,online,27,225.0,63.81481481481482,,0.0,0.0,0.0,8.333333333333334,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0076836389714168
691,LOOP,Performance.,face_to_face,6,400.0,56.5,41.883484648,0.0,0.0,0.0,66.66666666666667,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0136598026158522
692,LOOP,Performance.,online,11,228.0,19.90909090909091,41.88030243,0.0,0.0,0.0,20.727272727272727,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0077860874910357
693,LOOP,Reading & Writing.,face_to_face,75,9573.0,77.64,41.88363200571428,0.0,0.0,0.0,127.64,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.3269132261038828
694,LOOP,Reading & Writing.,online,801,32815.0,9.138576779026216,41.8842926,0.0,0.0,0.0,40.96754057428215,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,1.1206160570979748
695,LOOP,Science ,face_to_face,9,3855.0,65.55555555555556,41.8589172375,0.0,0.0,0.0,428.3333333333333,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.1316463477102755
696,LOOP,Science ,online,43,865.0,12.418604651162791,,0.0,0.0,0.0,20.11627906976744,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0295393231567803
697,LOOP,Social Studies ,face_to_face,1,20.0,21.0,41.87930679,0.0,0.0,0.0,20.0,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0006829901307926
698,LOOP,Social Studies ,online,1,20.0,18.0,,0.0,0.0,0.0,20.0,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0006829901307926
699,LOOP,Sports + Wellness.,face_to_face,166,4797.0,44.81927710843374,41.88379827189024,0.6024096385542169,0.0,0.0,28.897590361445783,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.1638151828706075
700,LOOP,Sports + Wellness.,online,19,263.0,36.73684210526316,41.88013204,0.0,0.0,0.0,13.842105263157896,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0089813202199228
701,LOOP,Work + Career ,face_to_face,7,38.0,32.57142857142857,41.88145119857143,0.0,0.0,0.0,5.428571428571429,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0012976812485059
702,LOOP,Work + Career ,online,15,310.0,40.0,41.87759018,0.0,0.0,0.0,20.666666666666668,LOOP,29283.0,78124.0,0.069,0.115,0.627,0.159,4.0,6.7,5.8,4.0,15.9,90513.0,12.9,0.0105863470272854
703,LOWER WEST SIDE,Academic Support,face_to_face,16,266.0,10.1875,41.855381726875,0.0,0.0,0.0,16.625,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0074366071178953
704,LOWER WEST SIDE,Academic Support,online,1,10.0,22.0,41.85681152,0.0,0.0,0.0,10.0,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0002795716961614
705,LOWER WEST SIDE,Building & Fixing Things,face_to_face,25,2192.0,48.08,41.8575737032,0.0,0.0,0.0,87.68,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0612821157985965
706,LOWER WEST SIDE,Computers.,face_to_face,2,99.0,99.0,41.857610705,0.0,0.0,0.0,49.5,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0027677597919986
707,LOWER WEST SIDE,Digital Media.,face_to_face,1,8.0,99.0,41.85680008,0.0,0.0,0.0,8.0,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0002236573569291
708,LOWER WEST SIDE,Healthcare,face_to_face,21,65.0,26.142857142857142,41.85723005380952,0.0,0.0,0.0,3.095238095238096,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0018172160250496
709,LOWER WEST SIDE,Helping Your Community.,face_to_face,4,125.0,40.5,41.829603195,0.0,0.0,0.0,31.25,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0034946462020185
710,LOWER WEST SIDE,Managing Money.,face_to_face,1,0.0,99.0,41.85760117,0.0,0.0,0.0,0.0,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0
711,LOWER WEST SIDE,Math,face_to_face,1,100.0,65.0,41.85680008,0.0,0.0,0.0,100.0,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0027957169616148
712,LOWER WEST SIDE,Music & Art.,face_to_face,183,128496.0,46.240437158469945,41.85513126497269,0.0,0.0,0.0,702.1639344262295,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,3.592384466996561
713,LOWER WEST SIDE,Music & Art.,online,8,137.0,44.625,41.855911255,0.0,0.0,0.0,17.125,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0038301322374122
714,LOWER WEST SIDE,Nature.,face_to_face,22,575.0,95.04545454545456,41.85606453636364,0.0,0.0,0.0,26.13636363636364,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0160753725292851
715,LOWER WEST SIDE,Performance.,face_to_face,4,250.0,51.75,41.8563728325,0.0,0.0,0.0,62.5,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.006989292404037
716,LOWER WEST SIDE,Reading & Writing.,face_to_face,52,3059.0,52.15384615384615,41.85658367,0.0,0.0,0.0,58.82692307692308,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0855209818557969
717,LOWER WEST SIDE,Reading & Writing.,online,2,25.0,12.0,41.856315615,0.0,0.0,0.0,12.5,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0006989292404037
718,LOWER WEST SIDE,Science ,face_to_face,1,100.0,65.0,41.85680008,0.0,0.0,0.0,100.0,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0027957169616148
719,LOWER WEST SIDE,Science ,online,1,25.0,6.0,41.85501099,0.0,0.0,0.0,25.0,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0006989292404037
720,LOWER WEST SIDE,Social Studies ,face_to_face,1,18.0,99.0,41.85760117,0.0,0.0,0.0,18.0,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0005032290530906
721,LOWER WEST SIDE,Sports + Wellness.,face_to_face,788,11932.0,27.98730964467005,41.85476670991117,0.0,0.0,0.0,15.142131979695431,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.3335849478598787
722,LOWER WEST SIDE,Sports + Wellness.,online,75,1243.0,59.88,41.8562353504,0.0,0.0,0.0,16.573333333333334,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.034750761832872
723,LOWER WEST SIDE,Work + Career ,face_to_face,3,25.0,31.33333333333333,41.85432815666667,0.0,0.0,0.0,8.333333333333334,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0006989292404037
724,LOWER WEST SIDE,Work + Career ,online,1,0.0,24.0,41.84566498,0.0,0.0,0.0,0.0,LOWER WEST SIDE,35769.0,34573.0,0.824,0.031,0.124,0.01,4.4,13.9,6.5,23.2,28.7,30762.0,42.5,0.0
725,Little Village,Academic Support,face_to_face,22,226.0,17.454545454545453,41.84211458523809,0.0,0.0,0.0,10.272727272727272,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0028503682776712
726,Little Village,Academic Support,online,2,20.0,35.5,41.84586716,0.0,0.0,0.0,10.0,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0002522449803248
727,Little Village,Building & Fixing Things,face_to_face,3,99.0,72.0,41.84710058,0.0,0.0,0.0,33.0,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0012486126526082
728,Little Village,Digital Media.,face_to_face,2,0.0,25.0,41.8404808,0.0,0.0,0.0,0.0,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0
729,Little Village,Food.,face_to_face,1,0.0,18.0,41.84209824,0.0,0.0,0.0,0.0,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0
730,Little Village,Healthcare,face_to_face,58,0.0,15.620689655172416,41.84209824,0.0,0.0,0.0,0.0,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0
731,Little Village,Helping Your Community.,face_to_face,3,26.0,19.666666666666668,41.84048207666667,0.0,0.0,0.0,8.666666666666666,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0003279184744223
732,Little Village,Helping Your Community.,online,1,30.0,99.0,41.8364296,0.0,0.0,0.0,30.0,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0003783674704873
733,Little Village,Music & Art.,face_to_face,231,100155587.0,52.06060606060606,41.84490798549784,0.0,0.0,0.0,433573.9696969697,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,1263.187203612148
734,Little Village,Music & Art.,online,3,35.0,9.333333333333334,41.84272130666667,0.0,0.0,0.0,11.666666666666666,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0004414287155685
735,Little Village,Nature.,face_to_face,21,516.0,95.14285714285714,41.84050115,0.0,0.0,0.0,24.571428571428573,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0065079204923822
736,Little Village,Performance.,face_to_face,3,400.0,66.0,41.83746592333333,0.0,0.0,0.0,133.33333333333334,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0050448996064978
737,Little Village,Reading & Writing.,face_to_face,43,67.0,39.48837209302326,41.84482601302326,0.0,0.0,0.0,1.558139534883721,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0008450206840883
738,Little Village,Reading & Writing.,online,2,39.0,51.5,,0.0,0.0,0.0,19.5,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0004918777116335
739,Little Village,Science ,face_to_face,41,0.0,18.0,41.84209824,0.0,0.0,0.0,0.0,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0
740,Little Village,Sports + Wellness.,face_to_face,288,5890.0,39.64236111111112,41.839867195694445,0.3472222222222222,0.3472222222222222,0.0,20.45138888888889,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0742861467056805
741,Little Village,Sports + Wellness.,online,33,515.0,68.27272727272727,41.83671558666666,0.0,0.0,0.0,15.606060606060606,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0064953082433659
742,Little Village,Work + Career ,online,2,0.0,44.5,41.84463882,0.0,0.0,0.0,0.0,Little Village,79288.0,33593.0,0.826,0.131,0.039,0.001,9.2,19.8,8.8,41.1,34.0,14234.0,66.7,0.0
743,MCKINLEY PARK,Academic Support,face_to_face,11,163.0,9.0,41.809140290909085,0.0,0.0,0.0,14.818181818181818,MCKINLEY PARK,15612.0,42327.0,0.648,0.015,0.171,0.157,5.9,14.3,6.0,23.2,31.4,26934.0,46.8,0.0104406866512938
